,wage
276,0.07749026842002295
277,0.0009128097870903962
278,0.9370224446670492
279,0.019906814039138018
280,0.24866435513264826
281,0.18845787969745847
282,0.007021520971169311
283,0.042109345949706625
284,0.6659411387847868
285,0.07808780183746189
286,0.004426743254791099
287,0.41248556276309345
288,0.47455127403808756
289,0.02357897264953972
290,0.40843345669975034
291,0.1788822727445413
292,0.18162842507468985
293,0.01989461424663351
294,0.14743517660390495
295,0.015301905954791964
296,0.04089353407905612
297,0.005042922010673409
298,0.35584253108614256
299,0.22210437856998141
300,0.3686483279454589
301,0.010769797732918977
302,0.05498170593287211
303,0.007527116536408598
304,0.0018694492633243582
305,0.1530967246326017
306,0.09344199063288305
307,0.02372659408042786
308,0.7746351006159974
309,0.8288329246980299
310,0.6268870790326596
311,0.006285542898466274
312,0.5616564745858714
313,0.6248533154940324
314,0.5386697056363468
315,0.09003689037652839
316,0.013355471376151649
317,0.007073305253598403
318,0.6063386779874417
319,0.30998103448848424
320,0.018652513660235032
321,0.6995018417127198
322,0.2597963973071821
323,0.06367213528532199
324,0.00781699988449375
325,0.714489178376354
326,0.29965672576705554
327,0.000625674166554733
328,0.5540154749453505
329,0.9694614681659358
330,0.0014203833048933717
331,0.005952225695000501
332,0.3436815646415774
333,0.22953072741627698
334,0.7276794083978583
335,0.00848235373205164
336,0.026074740395298987
337,0.027644483385345288
338,0.3956863311520751
339,0.2911969351025573
340,0.16152827258435873
341,0.39002523204127343
342,0.032601827265378976
343,0.7723672315222031
344,0.7110002910373673
345,0.09744797500015298
346,0.1981074190874716
347,0.4645155486853117
348,0.006461900364331521
349,0.05748776738889061
350,0.06167724525226157
351,0.003423527700371094
352,0.03984175801464562
353,0.0880204766771341
354,0.34076445499211183
355,0.6831090813885524
356,0.13331894385269355
357,0.9724424114301655
358,0.07631937973935733
359,0.05810946655597778
360,0.1453903771188191
361,0.13589960356558795
362,0.04636959866864467
363,0.10666502499250127
364,0.43051088171107543
365,0.7023766106855074
366,0.5429616637882896
367,0.5651658185521217
368,0.2058964514710361
369,0.007325039988959779
370,0.22254859511735245
371,0.01034601633108016
372,0.11715799937907909
373,0.7293113607917255
374,0.014169037063599116
375,0.285663961833304
376,0.4691901856700017
377,0.00534990638152044
378,0.11831937944313459
379,0.004246002128387169
380,0.30595172050396
381,0.0813735903190473
382,0.43583473454678257
383,0.05624867562820997
384,0.178962488450288
385,0.175687651190706
386,0.058113963195908995
387,0.025223061291480546
388,0.3663488673156389
389,0.43465815337705965
390,0.2879968574335362
391,0.009781682192889832
392,0.3441998388477107
393,0.013781568208137415
394,0.07965355808331158
395,0.02829622257380843
396,0.7472652163337564
397,0.15177118183569605
398,0.7276106537993229
399,0.6726279478282032
400,0.1697855215734572
401,0.01977594137795191
402,0.0008435275576761334
403,0.13789751059686886
404,0.450017531323615
405,0.019792931668885128
406,0.19367307966561917
407,0.016934076751126338
408,0.011010291005942169
409,0.4464296187064803
410,0.02034956624579121
411,0.20857851261706428
412,0.02507766284133834
413,0.007175434468438684
414,0.1321716728833303
415,0.17346752451460581
416,0.13491034506093058
417,0.32083166107029576
418,0.9643497991406652
419,0.20541700600716747
420,0.07553582264596814
421,0.033021359078675885
422,0.02105641688992638
423,0.06981360887971438
424,0.17313084892797379
425,0.046477329027742646
426,0.06287192325251185
427,0.029278577949204253
428,0.012447801002019275
429,0.00585448039179992
430,0.3701997134081677
431,0.001827920629165816
432,0.265582864951857
433,0.016511818645894107
434,0.0020628659385486855
435,0.7254407556949675
436,0.6401920598222439
437,0.005636535493660413
438,0.4603189575760088
439,0.5935030158840306
440,0.548959610283813
441,0.3584927626488102
442,0.025965492577371484
443,0.43050016383872075
444,0.0018766645096864056
445,0.9200289947123221
446,0.8003730931832108
447,0.07424800716218456
448,0.020970608873446483
449,0.07097530747538042
450,0.2507187466257857
451,0.3623378436966228
452,0.758560624588039
453,0.05605115832009275
454,0.060891567769526284
455,0.02087368202018092
456,0.0039184303737411896
457,0.7218329315573693
458,0.004469681989197423
459,0.28738052571817957
460,0.3436067290601112
461,0.24407739825768707
462,0.7516837038701573
463,0.07748059357823148
464,0.32966999277649306
465,0.005616666594718269
466,0.8124559630327042
467,0.3353869747686938
468,0.332126327054
469,0.0032802573296901835
470,0.002061426908856918
471,0.03051453146997145
472,0.03125536001052698
473,0.2232700807704835
474,0.06779573197246831
475,0.04363653361590644
476,0.2673469251952899
477,0.02171320472586929
478,0.01634541782465343
479,0.06355109922185675
480,0.4903812703222906
481,0.05083344707864048
482,0.0023222886739351096
483,0.6668267151514499
484,0.035026659003465306
485,0.05332862798663245
486,0.003665212332427169
487,0.03797652299721763
488,0.049117534281267076
489,0.11155826360145896
490,0.03254245781512377
491,0.04749584091967413
492,0.19474131976472134
493,0.20627298669044652
494,0.07987341303300076
495,0.40537920291759333
496,0.004480985940435518
497,0.05330539057501221
498,0.004368733656361549
499,0.3513160098462431
500,0.2695777533806585
501,0.4579232391585444
502,0.323339370291968
503,0.16530649124928978
504,0.3902182755284206
505,0.06521556796612528
506,0.0008626878225043787
507,0.8029196226847656
508,0.006324248737798852
509,0.39043853446654586
510,0.006904902192132609
511,0.023436068828665692
512,0.011035563918006365
513,0.002116670184538156
514,0.0195933898832164
515,0.014416674673272099
516,0.00898450386303696
517,0.029375138624329618
518,0.921156296497801
519,0.0867216959307911
520,0.1174908331433878
521,0.22862992412050911
522,0.7192123540937698
523,0.0017792259184119558
524,0.508368030574427
525,0.06283595174409558
526,0.5854358421293615
527,0.17569665257415917
528,0.17734456454860378
529,0.9166735732875663
530,0.39633480217312717
531,0.021477168601325224
532,0.0882547862525507
533,0.18607183465730215
534,0.22151125435915436
535,0.48590144768019583
536,0.07703569680960468
537,0.76416248001118
538,0.47767117089405975
539,0.0007649326160354907
540,0.1529610174758697
541,0.6709583784846395
542,0.17075876090014505
543,0.006620680617792714
544,0.7253003669085075
545,0.7420773065594132
546,0.6915081323805133
547,0.3838953711698721
548,0.20124221033441297
549,0.378873658207896
550,0.000941250870262846
551,0.0023623368421113286
552,0.7487580974688384
553,0.33784169582343
554,0.4303547732892293
555,0.5215926713229302
556,0.7511096236448989
557,0.7020584334499658
558,0.7424203769500947
559,0.008201920717052577
560,0.053502280083090464
561,0.015158315975202124
562,0.5736748336689976
563,0.09142565975660064
564,0.03902828064221556
565,0.031188019963395937
566,0.10298934868990403
567,0.06277393505928021
568,0.595010940043453
569,0.011004042547721776
570,0.4496330451028241
571,0.15544339190867196
572,0.43438921757509685
573,0.05267732493752284
574,0.6973879499215725
575,0.6583162041695431
576,0.3964744836859235
577,0.36069849038446655
578,0.7820067666324886
579,0.6517386261149881
580,0.10845023594985567
581,0.6119315933938485
582,0.12320757384037527
583,0.044322550033119995
584,0.019113287179938113
585,0.020867333224784006
586,0.14353008665477474
587,0.9158153191302748
588,0.01258130264584528
589,0.0073980763074294855
590,0.003896997534781553
591,0.25183236273715365
592,0.2155554617637833
593,0.0019935130789949028
594,0.7578068248965645
595,0.0633828830719121
596,0.025697869957313147
597,0.5369800332739352
598,0.5626501036539037
599,0.005269102210242823
600,0.35749087294910387
601,0.03383245893276555
602,0.1760136492575203
603,0.6103394900381973
604,0.028308593409740575
605,0.014856321597598292
606,0.02229921198613958
607,0.33862568623361716
608,0.02661610216894526
609,0.12057369410590381
610,0.37793081872818496
611,0.9359758319321053
612,0.002847756756601639
613,0.023828739955174885
614,0.10239392312311528
615,0.27629166499712965
616,0.005595080518977074
617,0.28173908735335956
618,0.26793957064277046
619,0.9473051218102299
620,0.32527854339844214
621,0.025101067162830795
622,0.03198956679601163
623,0.06438743907434913
624,0.18870711605709645
625,0.7453817092647056
626,0.2992205487592346
627,0.8874565726358679
628,0.45959646797040055
629,0.30137739546709186
630,0.08880363156480886
631,0.08150441016919785
632,0.2164482687573083
633,0.005291840165406539
634,0.07596451743017983
635,0.9107165116551224
636,0.2437981477436823
637,0.033286038429291606
638,0.3341844304292204
639,0.002154816045433816
640,0.06512395594315848
641,0.01146794915787651
642,0.7048986170462634
643,0.9444148790065843
644,0.02808713809217091
645,0.012404197011932445
646,0.006755259069118702
647,0.6789099193742592
648,0.06580753376528083
649,0.0027594364934607736
650,0.12149665945122443
651,0.0032160373381820455
652,0.49983809935741647
653,0.19446997643675498
654,0.7174781273820179
655,0.0018943129943442764
656,0.7422584041055791
657,0.004244329610788248
658,0.09197532740236525
659,0.047494788839173144
660,0.19448243679779761
661,0.11607132590409286
662,0.01294144337865278
663,0.0053205275295015
664,0.15894207921446035
665,0.10245932468684134
666,0.3459509127940802
667,0.04302905472422925
668,0.09853074021189448
669,0.4019285227682628
670,0.002543725715260419
671,0.06596200266447744
672,0.06440220983315244
673,0.8382452780714861
674,0.007284354750244174
675,0.0005373970394548589
676,0.03536349859915524
677,0.0293330264497675
678,0.061807022834461246
679,0.9573234534522013
680,0.25104376225029285
681,0.019971839943885145
682,0.2891893399930818
683,0.46458836499468903
684,0.603744126978247
685,0.055712584790261054
686,0.5530918172665836
687,0.01343429018551422
688,0.13981083336851702
689,0.13166087955982672
690,0.3336599919795766
691,0.04789150286072769
692,0.9584615580554624
693,0.24137936544614963
694,0.4579655376303137
695,0.01041309040780771
696,0.013362828370573347
697,0.021651766657763694
698,0.5619853968392446
699,0.8329206438661785
700,0.09371331414414118
701,0.7037727204430035
702,0.4138736176152201
703,0.004947027503413052
704,0.02680500961449323
705,0.06583583734243573
706,0.33868443691969213
707,0.019893705495948818
708,0.7001434541747398
709,0.8291731806228256
710,0.4256960022826329
711,0.29608358298287724
712,0.38721349968163504
713,0.041033453503061534
714,0.4031299291628332
715,0.06313172852462126
716,0.20516074686489766
717,0.03133709764405725
718,0.834654881224766
719,0.7397549769979026
720,0.049792637814362606
721,0.6517864762634681
722,0.13031534572316086
723,0.1952869913461093
724,0.0913514001920953
725,0.055768354931548594
726,0.9715357906148256
727,0.05474377622409298
728,0.013249492880712388
729,0.07661161744365667
730,0.21183252725176815
731,0.15971751997107114
732,0.41454745418497574
733,0.01044700197526014
734,0.0003957325630990357
735,0.2560323831239823
736,0.20989582571114468
737,0.44521072668857503
738,0.010886142012631978
739,0.16551220883402337
740,0.1066934371260145
741,0.28413710590884245
742,0.17875176083936384
743,0.42327071956274914
744,0.06067221593916814
745,0.0283110681675235
746,0.12281876408245325
747,0.46077521290700113
748,0.6647563917241852
749,0.3544852688676381
750,0.7133371666825838
751,0.49309494164489776
752,0.022243751564466643
753,0.16429924477386337
754,0.06187469152915539
755,0.3467823915259279
756,0.022287236320292333
757,0.2352829126144753
758,0.39314960829178075
759,0.19401523253181627
760,0.10313858714399772
761,0.346938916772165
762,0.13581195213865008
763,0.012213344472840284
764,0.0041429181176855815
765,0.001360308770673243
766,0.008309096351793928
767,0.016587920190236815
768,0.004929453349493154
769,0.38676463245840276
770,0.005372966998900581
771,0.006808277733999228
772,0.028599638964919988
773,0.002479684551280763
774,0.6385620313187115
775,0.7329105885968977
776,0.6989103635278447
777,0.042966614367372404
778,0.1445668407366467
779,0.06248630543620474
780,0.03087621730449772
781,0.7121264153721549
782,0.32985592604222763
783,0.06780808373360239
784,0.7233918123164065
785,0.594499546482494
786,0.5041598475611014
787,0.37378126262545774
788,0.47536238487648774
789,0.032051591695506684
790,0.27050013941438805
791,0.01129803814624778
792,0.022689206103719613
793,0.10461352113694063
794,0.3408242745777052
795,0.26403742706526684
796,0.17709498121968098
797,0.536400316247526
798,0.08058822501859324
799,0.6162039873669548
800,0.012124923918258944
801,0.13064078559987832
802,0.1855363646324193
803,0.23766069513743068
804,0.2456107896101713
805,0.09343636117083805
806,0.1144076207516289
807,0.6951194573926219
808,0.05211806449865702
809,0.1389680848085174
810,0.3717328028790823
811,0.05196289004574803
812,0.04973336417199583
813,0.34722522201084693
814,0.1225268846450215
815,0.6486091028776152
816,0.03695991146604932
817,0.005348347543809488
818,0.0005950081460009464
819,0.4660028408468667
820,0.019032399420780687
821,0.018492183946636764
822,0.05983794323633246
823,0.02660448660338275
824,0.36662861745441194
825,0.07982809777168164
826,0.031585580928542585
827,0.0035213089479912774
828,0.6919389319506023
829,0.8397414154571204
830,0.3824130520202771
831,0.06835563391744089
832,0.21104912617315932
833,0.24355698842108442
834,0.13674336229705325
835,0.015083610591762763
836,0.18221815031227478
837,0.1419488185912091
838,0.03768513128286894
839,0.2237829822033565
840,0.06610748608591725
841,0.0031481952112049987
842,0.0004835292405755367
843,0.29344388752204825
844,0.02149773200828681
845,0.08530471945517962
846,0.5468369446744625
847,0.483842564598554
848,0.7864873003088941
849,0.006542818394334647
850,0.07215208989769635
851,0.884755212971728
852,0.004014691374124299
853,0.1028674131565831
854,0.015454337868144591
855,0.453729669891759
856,0.34123843765493583
857,0.19814319582206516
858,0.777328595235571
859,0.14451254088239998
860,0.11212815237449704
861,0.3570456799766341
862,0.04837093952727002
863,0.06513451489994963
864,0.049117534281267076
865,0.05136584322546914
866,0.6359237570277694
867,0.17339902353231648
868,0.8914319833429856
869,0.0280355827460773
870,0.08171517608647814
871,0.06710593224953479
872,0.6082561654622339
873,0.3855470492647982
874,0.03393525011262033
875,0.2503636845949022
876,0.10025257876951905
877,0.0036395954536449413
878,0.666648218133852
879,0.702198895985377
880,0.05023619187354597
881,0.10266798944713916
882,0.9769298723001654
883,0.003303033125520122
884,0.45927336071565283
885,0.6094249557103395
886,0.1256859312039826
887,0.699052050931972
888,0.08341239496580287
889,0.6478023843999376
890,0.07578316444492558
891,0.24304111456930974
892,0.7200107376894361
893,0.005701211622423004
894,0.3749422474245261
895,0.014574328097298412
896,0.08423711510141328
897,0.8083353294706506
898,0.0038383467710390202
899,0.09538785919331372
900,0.37009630090400075
901,0.7469899099207248
902,0.03729869485789762
903,0.0013460854292736914
904,0.02251623471274375
905,0.9193315915362875
906,0.4742454326872011
907,0.5083326069210825
908,0.570620482522646
909,0.35887541946347906
910,0.014834631044856663
911,0.09124595550465835
912,0.3223699429749409
913,0.0023437064305287356
914,0.4982421742002165
915,0.007852075614764342
916,0.21309767253154152
917,0.42836202257581735
918,0.3876887790988671
919,0.013347962987176304
920,0.6875275285265892
921,0.7853587060602506
922,0.5079489024987597
923,0.37111498509527496
924,0.009893615385907828
925,0.1158281491978682
926,0.04961308106392255
927,0.14031230351997503
928,0.23313098543728727
929,0.04468544095042422
930,0.0439299162374346
931,0.6615597080506244
932,0.29725218014810934
933,0.004518815894671983
934,0.36377760030413203
935,0.6945904416598229
936,0.017666605527978045
937,0.4695653294155531
938,0.0033175748266087387
939,0.00585381774430895
940,0.2684307188818093
941,0.5539887240871602
942,0.015785744487927002
943,0.35169043550370727
944,0.0030721864464315894
945,0.8662647263431225
946,0.11150230341586194
947,0.0049935601000747785
948,0.04565284788123674
949,0.15612582822033072
950,0.04803722359549398
951,0.01503759395098547
952,0.287044580351999
953,0.003785424570794839
954,0.4158752151147546
955,0.010020545930329862
956,0.21947978408978816
957,0.42632447275773927
958,0.8113826933473679
959,0.4272132808793035
960,0.004738683793030338
961,0.00874625101349016
962,0.07480019679791348
963,0.0038134480848048173
964,0.8480231875349524
965,0.004162806051764802
966,0.0632688933964739
967,0.663706308655478
968,0.12634843577850938
969,0.015341133725723719
970,0.13799272044188138
971,0.9668282031196834
972,0.4067410850957963
973,0.11560324584121479
974,0.06814106317884276
975,0.05458306888693327
976,0.02029278012562137
977,0.23159527814320005
978,0.34004330818370526
979,0.8409989867811051
980,0.4308121308891629
981,0.0033103210745654243
982,0.10458958580371851
983,0.26788525589349055
984,0.4860098955730915
985,0.16451902646055663
986,0.3513997144844927
987,0.12058739361121264
988,0.0070421020838591294
989,0.00990525161655832
990,0.6929222399562734
991,0.9093730235891356
992,0.9570679798841953
993,0.30955469032685
994,0.3736712738666864
995,0.0017966639574482754
996,0.011279825570350408
997,0.01589184657801956
998,0.6831072133489304
999,0.14051160270089466
1000,0.0012721417714178223
1001,0.20632599390663087
1002,0.0040932298264064896
1003,0.022920021663491986
1004,0.3471454608652155
1005,0.34988226244337917
1006,0.5051220320738317
1007,0.07004390408468633
1008,0.8027955971033836
1009,0.022509994859212977
1010,0.0672199546974506
1011,0.025940150884134726
1012,0.46820528468336
1013,0.008688527009308077
1014,0.3488167074119493
1015,0.6415692174678564
1016,0.5150740141388523
1017,0.09875882233380101
1018,0.5838595824319321
1019,0.40198632745518315
1020,0.6167119438596149
1021,0.03380280751667172
1022,0.4666237467934036
1023,0.08626260277905988
1024,0.004920704572467352
1025,0.9159960371829816
1026,0.041845950146649685
1027,0.41018333459894385
1028,0.0774893315880293
1029,0.007771035197092306
1030,0.0069797696851015105
1031,0.30589841477834084
1032,0.3916349241747701
1033,0.2125928698124559
1034,0.03033416605275813
1035,0.03170115020692639
1036,0.27863463448131726
1037,0.05423500157375313
1038,0.2278189304083012
1039,0.034139421534484356
1040,0.9199603557891154
1041,0.601172944402155
1042,0.033561272905542595
1043,0.009362632324739585
1044,0.0007017498917355867
1045,0.6225365639885645
1046,0.5212518743618156
1047,0.21066920230283465
1048,0.0011036658018725041
1049,0.044394126998762225
1050,0.4266772814601365
1051,0.27938627126740334
1052,0.8132995462430657
1053,0.0069714556199023
1054,0.27468388429484364
1055,0.7413522287154992
1056,0.0025644086397068858
1057,0.5093349822243455
1058,0.018562142622393217
1059,0.0011377509692437275
1060,0.09699534489839057
1061,0.0018660947054642614
1062,0.002338492396728275
1063,0.026652539703724706
1064,0.06808212635812685
1065,0.17594047501429189
1066,0.4958786888113737
1067,0.061263812320008264
1068,0.8465275544432159
1069,0.9079378575985655
1070,0.3773379323410478
1071,0.003891551452765522
1072,0.12003652646815254
1073,0.04089523358346189
1074,0.9580555758711152
1075,0.9533822934515004
1076,0.011524836786333814
1077,0.3905837667726701
1078,0.7376100546256288
1079,0.05111467818978777
1080,0.016223035076203065
1081,0.007557601172013156
1082,0.730641296738706
1083,0.35272564545513824
1084,0.009593639959920094
1085,0.0710817455239573
1086,0.9309544999312436
1087,0.2998563790585474
1088,0.012885059873277708
1089,0.7522703568025887
1090,0.4919422432486058
1091,0.06382348999749352
1092,0.008297286311091574
1093,0.06531596218613471
1094,0.009886526192282967
1095,0.00196673316970899
1096,0.3229699080355285
1097,0.7052156479471478
1098,0.4208473567297058
1099,0.06025133828139497
1100,0.03386403426574412
1101,0.7033132728918292
1102,0.5250682967945172
1103,0.000517540817700777
1104,0.002418185541765017
1105,0.14144455542310763
1106,0.06647087519706338
1107,0.010977423758831916
1108,0.27959624851734843
1109,0.11190427329011465
1110,0.9433953090028601
1111,0.270075768775533
1112,0.4725755025972473
1113,0.7362264288277471
1114,0.061521889671147065
1115,0.1468971729503174
1116,0.004534186702409452
1117,0.11860199821198344
1118,0.354896950614927
1119,0.3822277885346557
1120,0.0558834610722093
1121,0.6832730603772728
1122,0.9345991749967091
1123,0.19022868520325287
1124,0.26506831109579343
1125,0.09484007874597285
1126,0.32029290440365277
1127,0.40501369271298887
1128,0.03178649332031147
1129,0.04895471537549746
1130,0.452409550764012
1131,0.9753149669029235
1132,0.14211112891699038
1133,0.004312953037980919
1134,0.0015342277583807054
1135,0.02612558043407318
1136,0.3130598028955995
1137,0.05891764104400986
1138,0.016099787139046105
1139,0.04894894420192057
1140,0.7757676089390788
1141,0.30562159904664193
1142,0.012672971782202612
1143,0.26457256497542525
1144,0.06720532057462779
1145,0.028238022130608186
1146,0.014734664619528945
1147,0.005215788575145663
1148,0.47268608199419065
1149,0.0034199076012013533
1150,0.026818102421109755
1151,0.8484310986274529
1152,0.26275497960015515
1153,0.8028202528634182
1154,0.9331168420893672
1155,0.17478317388069015
1156,0.03845772169099752
1157,0.9670872834168965
1158,0.9837915660404962
1159,0.007423613642509893
1160,0.5377399601524898
1161,0.5999081203164769
1162,0.03385321209408857
1163,0.11792774419656302
1164,0.07050332010922568
1165,0.10240678211100751
1166,0.04453516220943813
1167,0.009166672098653782
1168,0.257790363701367
1169,0.3495856559254336
1170,0.8790625572481287
1171,0.07439419933758917
1172,0.1813787701848892
1173,0.4297688705714253
1174,0.01229649068358961
1175,0.02244483413965238
1176,0.004396296207203469
1177,0.02814855591860674
1178,0.059566453068606584
1179,0.018158182214196752
1180,0.046567680189354144
1181,0.17072051692375184
1182,0.21718289897295262
1183,0.1914845121410717
1184,0.22130690135743133
1185,0.03264519614080564
1186,0.3485122542499765
1187,0.25934558037256245
1188,0.17718175995650523
1189,0.000678724109785018
1190,0.8910193686832286
1191,0.013753152755703624
1192,0.017680421780640818
1193,0.03463053569033216
1194,0.023959883872786497
1195,0.043442715686406855
1196,0.3450573117899637
1197,0.004451895730472365
1198,0.268755568866694
1199,0.31076939097232387
1200,0.014613752335787749
1201,0.020868950347491005
1202,0.7812947173154616
1203,0.061388586764706335
1204,0.3531619447638419
1205,0.0035561921367161073
1206,0.7756101595969147
1207,0.05749194703754219
1208,0.06163576473139332
1209,0.0025361100746048738
1210,0.04184116807577877
1211,0.5368453200810048
1212,0.1618843181500453
1213,0.0006733378969815759
1214,0.47808313338932695
1215,0.02290000417402726
1216,0.24033220318260493
1217,0.15495768171459792
1218,0.8106320783748419
1219,0.06067681387454567
1220,0.033824873871786953
1221,0.3457651584798792
1222,0.9030507476119921
1223,0.11118608248489625
1224,0.08794460971522446
1225,0.008225127876232639
1226,0.9121140992347466
1227,0.7432872262228816
1228,0.3110044149599828
1229,0.4626631651920695
1230,0.01352018047036538
1231,0.2262534911358701
1232,0.005766068800382872
1233,0.5874590877864192
1234,0.01971838555595424
1235,0.013434439329326435
1236,0.24381445969294313
1237,0.31242696977242107
1238,0.18832328887153937
1239,0.7004061659721795
1240,0.6316885496663498
1241,0.9111746149672221
1242,0.014845609771322205
1243,0.049025991877346305
1244,0.03343981963803201
1245,0.4832977918388433
1246,0.009321806895050322
1247,0.017418719367161523
